1.0 83.0 
2.0 150.0 
3.0 193.0 
4.0 222.0 
5.0 234.0 
6.0 241.0 
7.0 247.0 
7.0 247.0 
8.0 251.0 
9.0 253.0 
9.0 253.0 
10.0 254.0 
